"Antwort ID.. ","Datum Abgeschic.. ","Letzte Seite.. ","Start-Sprache.. ","Datum gestartet.. ","Datum letzte Ak.. ","Halten Sie die .. [SQ001]","Halten Sie die .. [SQ002]","Halten Sie die .. [SQ003]","Halten Sie die .. [SQ004]","Halten Sie die .. [SQ005]","Fehlt Ihrer Mei.. ","Welche Software.. [SQ001]","Welche Software.. [SQ002]","Welche Software.. [SQ003]","Welche Software.. [SQ004]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Welche Software.. [SQ001]","Welche Software.. [SQ002]","Welche Software.. [SQ003]","Welche Software.. [SQ004]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Welche Funktion.. ","Welche Funktion.. ","Welche fehlende.. ","Wo recherchiere.. [SQ001]","Wo recherchiere.. [SQ002]","Wo recherchiere.. [SQ003]","Wo recherchiere.. [SQ004]","Wo recherchiere.. [other]","Welche Software.. [SQ001]","Welche Software.. [SQ002]","Welche Software.. [SQ003]","Welche Software.. [SQ004]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Welche Funktion.. ","Welche Funktion.. ","Welche fehlende.. ","Welche Software.. [SQ001]","Welche Software.. [SQ002]","Welche Software.. [SQ003]","Welche Software.. [SQ004]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Welche Funktion.. ","Welche Funktion.. ","Welche fehlende.. ","Welche Software.. [SQ001]","Welche Software.. [SQ002]","Welche Software.. [SQ003]","Welche Software.. [SQ004]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Welche Funktion.. ","Welche Funktion.. ","Welche fehlende.. ","In welcher Form.. [SQ001]","In welcher Form.. [SQ002]","In welcher Form.. [SQ003]","In welcher Form.. [SQ004]","Wie publizieren.. [SQ001]","Wie publizieren.. [SQ002]","Wie publizieren.. [other]","Über welche Ka.. [SQ003]","Über welche Ka.. [SQ004]","Über welche Ka.. [SQ005]","Über welche Ka.. [SQ006]","Über welche Ka.. [other]","Welche Software.. [SQ001]","Welche Software.. [SQ002]","Welche Software.. [SQ003]","Welche Software.. [SQ004]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Bewerten Sie So.. [SQ001]","Bewerten Sie So.. [SQ002]","Bewerten Sie So.. [SQ003]","Bewerten Sie So.. [SQ004]","Bewerten Sie So.. [SQ005]","Bewerten Sie So.. [SQ006]","Welche Funktion.. ","Welche Funktion.. ","Welche fehlende.. ","Mit wem besprec.. [1]","Mit wem besprec.. [2]","Mit wem besprec.. [3]","Mit wem besprec.. [4]","Mit wem besprec.. [5]","Mit wem besprec.. [6]","Mit wem besprec.. [other]","Wie stellen Sie.. [SQ001]","Wie stellen Sie.. [SQ002]","Wie stellen Sie.. [SQ003]","Wie stellen Sie.. [SQ004]","Wie stellen Sie.. [other]","Welche Form der.. [SQ001]","Welche Form der.. [SQ002]","Welche Form der.. [SQ003]","Welche Form der.. [SQ004]","Welche Form der.. [SQ005]","Welche Form der.. [other]","Wo legen Sie (Z.. [1]","Wo legen Sie (Z.. [2]","Wo legen Sie (Z.. [3]","Wo legen Sie (Z.. [4]","Wo legen Sie (Z.. [5]","Wo legen Sie (Z.. [6]","Wo legen Sie (Z.. [other]","Welche Geräte .. [SQ001]","Welche Geräte .. [SQ001]","Welche Geräte .. [SQ002]","Welche Geräte .. [SQ002]","Welche Geräte .. [SQ003]","Welche Geräte .. [SQ003]","Welche Geräte .. [SQ004]","Welche Geräte .. [SQ004]","Welche Geräte .. [SQ005]","Welche Geräte .. [SQ005]","In welcher Disz.. [SQ001]","In welcher Disz.. [SQ002]","In welcher Disz.. [SQ003]","In welcher Disz.. [SQ004]","In welcher Disz.. [SQ005]","In welcher Disz.. [SQ006]","In welcher Disz.. [SQ007]","In welcher Disz.. [SQ008]","In welcher Disz.. [SQ009]","In welcher Disz.. [SQ010]","In welcher Disz.. [SQ011]","In welcher Disz.. [SQ012]","In welcher Disz.. [SQ013]","In welcher Disz.. [SQ014]","In welcher Disz.. [SQ015]","In welcher Disz.. [other]","Wie lange sind .. ","Ich bin derzeit.. [SQ001]","Ich bin derzeit.. [SQ002]","Ich bin derzeit.. [SQ003]","Ich bin derzeit.. [SQ004]","Ich bin derzeit.. [SQ005]","Ich bin derzeit.. [SQ007]","Ich bin derzeit.. [other]","Wo arbeiten Sie.. [SQ001]","Wo arbeiten Sie.. [SQ002]","Wo arbeiten Sie.. [SQ003]","Wo arbeiten Sie.. [SQ004]","Wo arbeiten Sie.. [SQ005]","Wo arbeiten Sie.. [SQ006]","Wo arbeiten Sie.. [SQ007]","Wo arbeiten Sie.. [other]","Wie sind Sie au.. ","Gesamtzeit.. ","Gruppenzeit: Fo.. ","Fragenzeit: anf.. ","Fragenzeit: anf.. ","Fragenzeit: Anf.. ","Fragenzeit: anf.. ","Fragenzeit: anf.. ","Fragenzeit: anf.. ","Fragenzeit: anf.. ","Gruppenzeit: Pl.. ","Fragenzeit: kon.. ","Fragenzeit: kon.. ","Fragenzeit: kon.. ","Fragenzeit: kon.. ","Fragenzeit: kon.. ","Fragenzeit: kon.. ","Fragenzeit: kon.. ","Fragenzeit: kon.. ","Gruppenzeit: Re.. ","Fragenzeit: rec.. ","Fragenzeit: rec.. ","Fragenzeit: rec.. ","Fragenzeit: rec.. ","Fragenzeit: rec.. ","Fragenzeit: rec.. ","Fragenzeit: rec.. ","Fragenzeit: rec.. ","Fragenzeit: rec.. ","Gruppenzeit: Ü.. ","Fragenzeit: kon.. ","Fragenzeit: kon.. ","Fragenzeit: kon.. ","Fragenzeit: kon.. ","Fragenzeit: kon.. ","Fragenzeit: kon.. ","Fragenzeit: kon.. ","Fragenzeit: kon.. ","Gruppenzeit: An.. ","Fragenzeit: aai.. ","Fragenzeit: aai.. ","Fragenzeit: aai.. ","Fragenzeit: aai.. ","Fragenzeit: aai.. ","Fragenzeit: aai.. ","Fragenzeit: aai.. ","Fragenzeit: aai.. ","Gruppenzeit: Pu.. ","Fragenzeit: Pub.. ","Fragenzeit: pub.. ","Fragenzeit: Pub.. ","Fragenzeit: Pub.. ","Fragenzeit: Pub.. ","Fragenzeit: Pub.. ","Fragenzeit: Pub.. ","Fragenzeit: Pub.. ","Fragenzeit: pub.. ","Fragenzeit: pub.. ","Fragenzeit: pub.. ","Gruppenzeit: Ph.. ","Fragenzeit: pha.. ","Fragenzeit: pha.. ","Fragenzeit: pha.. ","Fragenzeit: pha.. ","Fragenzeit: pha.. ","Gruppenzeit: Al.. ","Fragenzeit: all.. ","Fragenzeit: all.. ","Fragenzeit: all.. ","Fragenzeit: all.. ","Fragenzeit: all.. "
"39","","","de","2015-04-15 13:39:27","2015-04-15 13:39:27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"40","","","de","2015-04-15 20:45:39","2015-04-15 20:45:39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41","","","de","2015-04-24 07:39:10","2015-04-24 07:39:10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42","","","de","2015-06-11 07:11:45","2015-06-11 07:11:45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43","","7","de","2015-06-16 11:29:46","2015-06-16 11:35:06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nein","Nein","Nein","Nein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nein","Nein","","Nein","Nein","Nein","Nein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nein","Nein","Nein","Nein","Nein","Nein","","Nein","Nein","Nein","Nein","","Nein","Nein","Nein","Nein","Nein","","Nein","Nein","Nein","Nein","Nein","Nein","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","318.7","155.13","","","","","","","","36.26","","","","","","","","","25.31","","","","","","","","","","7.77","","","","","","","","","8.32","","","","","","","","","48.59","","","","","","","","","","","","37.32","","","","","","","","","","",""
"44","","","de","2015-06-16 11:52:01","2015-06-16 11:52:01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45","","","de","2015-06-16 12:06:01","2015-06-16 12:06:01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47","","","de","2015-06-16 13:20:28","2015-06-16 13:20:28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48","","2","de","2015-06-16 13:45:28","2015-06-16 13:47:04","Ja","Ja","Ja","Ja","Ja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","96.39","70.92","","","","","","","","25.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49","","1","de","2015-06-18 05:30:28","2015-06-18 05:32:08","Ja","Ja","Ja","Ja","Unsicher","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","100.75","80.26","","","","","","","","20.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"50","","7","de","2015-06-18 10:01:36","2015-06-18 10:25:05","Ja","Ja","Ja","Ja","Ja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MS Word","Google docs","","","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","positiv","positiv","positiv","positiv","positiv","positiv","","","","","","","","","","","","","Bei Google Docs, dass ich mit KollegInnen zusammenarbeiten kann","","","Ja","Ja","Ja","Ja","Corpora, Repositorien mit Forschungsdaten oder zumindest Metadaten","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TreeTagger","AntConc","ParaConc","Sketch Engine","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","","Fehlende Interoperabilität zwischen den Tools","","Würde ich gern noch mehr publizieren","Publiziere ich vorwiegend","Würde ich gern noch mehr publizieren","","Nein","Ja","","Nein","Ja","Nein","Ja","","MS Word","Google Docs","","","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","eher positiv","","","","","","","","","","","","","","","","Nein","Ja","Ja","Ja","Nein","Nein","","Ja","Nein","Nein","Ja","","Ja","Nein","Nein","Ja","Ja","","Nein","Ja","Ja","Ja","Ja","Nein","","PC","","PC","","PC","","PC","","PC","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","1407.29","215.81","","","","","","","","171.21","","","","","","","","","164.64","","","","","","","","","","26.72","","","","","","","","","267.05","","","","","","","","","123.16","","","","","","","","","","","","438.7","","","","","","","","","","",""
"51","","1","de","2015-06-18 13:03:15","2015-06-18 13:05:48","Ja","Ja","Ja","Ja","Ja","Präsentieren der Ergebnisse über die Publikation hinaus; Verknüpfung mit anderen Forschungsprojekten ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","152.5","152.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52","","1","de","2015-06-19 15:52:59","2015-06-19 15:55:13","Ja","Ja","Ja","Ja","Ja","","Libre Office","Issue Tracker (Redmine)","Bilddatenbanksystem","","eher positiv","positiv","positiv","positiv","positiv","eher positiv","eher positiv","positiv","eher positiv","eher negativ","positiv","positiv","positiv","positiv","positiv","eher positiv","eher positiv","eher negativ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","134.27","134.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
